date,Contenue
2021-07-02,"Lagardère plus exposé au risque d'OPA après la réorganisation-sources par Sarah White et Gwénaëlle Barzic PARIS, 2 juillet (Reuters) - Arnaud Lagardère, héritier du groupe qui porte le nom de sa famille, dispose d'une participation plus faible qu'annoncé après la modification de la structure du capital, qui le prive de tout droit de veto sur les décisions stratégiques, face aux convoitises à peine voilées de ses grands actionnaires. Il ne détient en réalité que 11% du conglomérat créé par son père Jean-Luc, au lieu des 14% affichés dans le projet initial de recomposition du tour de table et d'abandon de la gérance en commandite, validé par les actionnaires en assemblée générale mercredi, selon deux sources proches du dossier et des documents financiers. Cette réorganisation, à un an de l'élection présidentielle en France, rend donc le groupe plus vulnérable encore à une éventuelle tentative de prise de contrôle qui modifierait les équilibres dans les médias français puisque Lagardère LAGA.PA possède entre autres la radio Europe 1, l'hebdomadaire Paris Match et le Journal du dimanche. Certes, une participation réduite n'entame pas le pouvoir d'Arnaud Lagardère, désormais président-directeur général, au sein du conseil d'administration. Mais elle marque une nouvelle étape de son affaiblissement progressif, mis en évidence par l'influence croissante de deux des premières fortunes de France, Vincent Bolloré et Bernard Arnault, actionnaires de référence et représentés au conseil. ""Finalement Arnaud Lagardère a plus négocié son statut que la partie économique"", a dit l'une des sources proches du dossier. Le projet de transformation du groupe en société anonyme, fruit d'un compromis trouvé en avril entre Arnaud Lagardère d'un côté, soutenu par le patron de LVMH LVMH.PA , et de l'autre le fonds activiste Amber Capital, allié à Vivendi VIV.PA , principal actif de Vincent Bolloré, prévoyait que la holding personnelle d'Arnaud Lagardère pourrait doubler sa participation pour détenir 14% du capital. Mais une partie des actions nouvelles qui lui reviennent sont en fait dues à Bernard Arnault, montrent des documents financiers. VIVENDI, UNE MENACE ? Les deux sources ont confirmé que Bernard Arnault, qui détient déjà 7% du capital du groupe, pouvait prétendre à recevoir environ 3% supplémentaires dans le cadre de la réorganisation, voire davantage s'il souhaitait sortir de Lagardère Capital, la holding d'Arnaud Lagardère. Elles ont précisé que le patron de LVMH avait insisté pour que cette possibilité figure noir sur blanc dans des documents récents, après s'être montré insatisfait de la tournure du projet de restructuration. Un porte-parole de Financière Agache, société d'investissement de Bernard Arnault, a refusé de commenter ces informations. Vincent Bolloré et Vivendi, eux, sortent grands vainqueurs de l'opération approuvée mercredi, avec 27% du capital et un pouvoir d'influence sur les décisions stratégiques à venir. Trois sources au sein des actionnaires et des banquiers concernés ont déclaré que Vivendi était un candidat sérieux à une éventuelle offre d'achat, notamment si d'autres prétendants émergent et en dépit des craintes de voir le pouvoir politique tenter de faire capoter ce scénario pour empêcher la formation d'un pôle de médias conservateurs autour d'Europe 1 et de la chaîne d'information CNews, ont expliqué plusieurs sources à Reuters. Mercredi, lors de l'assemblée générale, Arnaud Lagardère a assuré que ""Vivendi et Vincent Bolloré sont un atout pour nous et pas une menace"". Des représentants de Bolloré et Lagardère ont refusé de s'exprimer. L'Elysée n'a pu être joint dans l'immédiat mais avait auparavant refusé de s'exprimer sur le sujet. Une partie des actions détenues par Arnaud Lagardère dans le groupe servent par ailleurs de garantie à un prêt que lui a accordé le Crédit agricole. Une source proche du PDG a déclaré que cet emprunt, d'un montant initial de 164 millions d'euros mais dont le montant actuel n'est pas connu, était sous contrôle. Crédit agricole s'est refusé à tout commentaire. (Avec la contribution de Mathieu Rosemain, version française Marc Angrand)"
2021-06-28,"France-Zalando investit dans un centre de logistique, 2.000 emplois créés PARIS, 28 juin (Reuters) - Le spécialiste allemand de la mode en ligne Zalando ZALG.DE va investir 300 millions d'euros en France pour y installer un centre de logistique innovant, un projet qui devrait aboutir à la création d'environ 2.000 emplois, a annoncé l'Elysée dans le cadre de la quatrième édition du sommet ""Choose France"". Le président de la République, Emmanuel Macron, réunit ce lundi à Versailles quelque 150 dirigeants étrangers pour promouvoir les investissements en France. Lors de ce sommet, 22 nouveaux projets d'investissement dans l'Hexagone seront annoncés, soit un total cumulé de 3,5 milliards d'euros et près de 7.000 nouveaux emplois créés. Robert Gentz, codirecteur général de Zalando, fait partie des dirigeants invités à Versailles. Son entreprise implantera en France ""un entrepôt 4.0 hautement automatisé, et un tech hub spécialisé, pour répondre au développement et à l'entretien des lignes nouvelle génération"", précise l'Elysée. D'après Les Echos lundi, ce centre de logistique sera implanté en région parisienne et sera opérationnel d'ici début 2024. Il sera dédié aux commandes des clients hexagonaux et du Benelux. ""Nous voulons devenir le point d'entrée de la mode en France. Pour gagner le coeur et l'esprit des consommateurs, nous voulons disposer de l'offre la plus appropriée et du service le plus pratique et responsable"", explique Robert Gentz aux Echos. Zalando a annoncé la semaine dernière avoir formé un partenariat stratégique avec Sephora, filiale du groupe LVMH LVMH.PA , lui permettant de vendre en ligne les produits distribués par le groupe français de cosmétiques. (Hayat Gazzane, édité par Blandine Hénault)"
2021-06-28,"Zalando investit dans un centre de logistique, 2.000 emplois créés ZALANDO INVESTIT DANS UN CENTRE DE LOGISTIQUE, 2.000 EMPLOIS CRÉÉS PARIS (Reuters) - Le spécialiste allemand de la mode en ligne Zalando va investir 300 millions d'euros en France pour y installer un centre de logistique innovant, un projet qui devrait aboutir à la création d'environ 2.000 emplois, a annoncé l'Elysée dans le cadre de la quatrième édition du sommet ""Choose France"". Le président de la République, Emmanuel Macron, réunit ce lundi à Versailles quelque 150 dirigeants étrangers pour promouvoir les investissements en France. Lors de ce sommet, 22 nouveaux projets d'investissement dans l'Hexagone seront annoncés, soit un total cumulé de 3,5 milliards d'euros et près de 7.000 nouveaux emplois créés. Robert Gentz, codirecteur général de Zalando, fait partie des dirigeants invités à Versailles. Son entreprise implantera en France ""un entrepôt 4.0 hautement automatisé, et un tech hub spécialisé, pour répondre au développement et à l'entretien des lignes nouvelle génération"", précise l'Elysée. D'après Les Echos lundi, ce centre de logistique sera implanté en région parisienne et sera opérationnel d'ici début 2024. Il sera dédié aux commandes des clients hexagonaux et du Benelux. ""Nous voulons devenir le point d'entrée de la mode en France. Pour gagner le coeur et l'esprit des consommateurs, nous voulons disposer de l'offre la plus appropriée et du service le plus pratique et responsable"", explique Robert Gentz aux Echos. Zalando a annoncé la semaine dernière avoir formé un partenariat stratégique avec Sephora, filiale du groupe LVMH, lui permettant de vendre en ligne les produits distribués par le groupe français de cosmétiques. (Hayat Gazzane, édité par Blandine Hénault)"
2021-06-22,"Zalando et Sephora concluent un partenariat stratégique ZALANDO ET SEPHORA CONCLUENT UN PARTENARIAT STRATÉGIQUE (Bien lire au 1er § que le partenariat porte sur les produits distribués par Sephora) BERLIN (Reuters) - Zalando a annoncé mardi avoir formé un partenariat stratégique avec Sephora, filiale du groupe LVMH, ce qui va permettre à l'enseigne allemande de vendre en ligne les produits distribués par le groupe français de cosmétiques. L'accord sera mis en oeuvre en Allemagne au quatrième trimestre de cette année et élargi aux autres marchés sur lesquels Zalando est présent courant 2022, a précisé le numéro un européen de la vente de textiles en ligne. Aucun détail financier n'a été communiqué. ""Cinquante ans après l'ouverture de son premier magasin, Sephora disrupte une nouvelle fois la beauté de prestige en unissant ses forces avec Zalando pour créer une expérience en ligne inédite à destination des 42 millions de clients actifs de Zalando"", commente Martin Brok, le PDG de Sephora, dans un communiqué. L'enseigne Sephora est présente dans 35 pays et compte environ 2.000 magasins, dont la moitié en Europe. ""La beauté est une opportunité importante et très inspirante pour nous, le marché de la beauté en ligne étant encore largement sous exploité en Europe"", se réjouit David Schneider, un des codirigeants de Zalando, dans le communiqué. (Reportage Christoph Steitz, version française Tangi Salaün, édité par Bertrand Boucey et Blandine Hénault)"
2021-05-19,"Tod's privilégie LVMH en cas de cession du groupe MILAN, 19 mai (Reuters) - Le fondateur et président de Tod's a déclaré mercredi ne pas projeter pour le moment de vendre son entreprise mais que si une décision en ce sens était prise un jour, le groupe de luxe italien serait cédé à LVMH LVMH.PA , qui détient déjà une participation de 10% dans la société. S'exprimant lors du Financial Times Luxury Summit, Diego Della Valle, a ajouté que la décision prise en avril par le groupe de Bernard Arnault de porter sa participation dans Tod's de 3,2% à 10% pouvait être perçue comme un message: ""nous voulons rester ensemble"". Il a réitéré que si une bonne opportunité se présentait, les deux groupes pourraient ""faire quelque chose ensemble"". Prié de dire si cela signifiait que Tod's pouvait être vendu à LVMH, Diego Della Valle a déclaré: ""Si un jour je décide (de vendre), je crois en des gens comme Bernard (Arnault)"". Il a cependant précisé que ni lui ni sa famille n'avaient pour le moment l'intention de céder Tod's. (Silvia Aloisi et Claudia Cristoferi; version française Claude Chendjou, édité par Blandine Hénault)"
2021-05-17,"Le secteur du luxe pourrait renouer avec son niveau d'activité pré-crise dès 2021-Bain MILAN, 17 mai (Reuters) - Le secteur du luxe pourrait sortir de la crise liée au coronavirus dès cette année, à la faveur notamment de la forte demande des acheteurs chinois et américains, a déclaré lundi le cabinet de conseil Bain. Bain estime à 30% la probabilité pour que les ventes de sacs à main, vêtements et bijoux haut de gamme reviennent ou dépassent cette année leur niveau de 2019, soit 280 milliards d'euros (340 milliards de dollars), en fonction du rythme des campagnes de vaccination contre le COVID-19 et de la reprise du tourisme. Le scénario le plus probable est celui d'une reprise complète en 2022, estime Bain, qui se montre plus optimiste par rapport à sa prévision de novembre dernier dans laquelle il estimait que le secteur se remettrait définitivement de la crise en 2023. L'an dernier, les ventes de produits de luxe ont chuté de 23% à 217 milliards d'euros, soit la plus forte baisse jamais enregistrée et la première depuis 2009, la pandémie ayant entraîné la fermeture de magasins et la quasi-cessation du tourisme international. Toutefois, la crise ne semble pas avoir eu un impact durable sur l'appétit et le pouvoir d'achat des consommateurs pour les produits haut de gamme. L'envolée des ventes en Chine, le plus grand marché des produits de luxe, et un rebond plus fort que prévu aux États-Unis ont ainsi permis un net rebond des revenus du secteur au premier trimestre 2021. ""Le marché américain a été le point fort inattendu"", a déclaré Bain, tandis que l'Europe, entravée par une campagne de vaccination plus lente et des restrictions sur le tourisme, reste à la traîne. Le rythme de la reprise a effectivement été inégal. Les géants du secteur, tels que LVMH LVMH.PA , Hermès HRMS.PA et Kering PRTP.PA , sont déjà au-dessus de leurs niveaux de 2019, tandis que des labels plus petits comme Ferragamo SFER.MI et Tod's TOD.MI doivent encore rattraper leur retard. La crise a forcé les marques, traditionnellement réticentes à vendre leurs produits en ligne, à adopter le commerce électronique, qui pourrait devenir le principal canal d'achat de produits de luxe dans les prochaines années. Et si les sacs à main, la maroquinerie et les bijoux ont été le moteur de la reprise, les dépenses en vêtements, maquillage et parfums devraient également s'intensifier avec la fin des confinements. (Silvia Aloisi; version française Federica Mileo, édité par Blandine Hénault)"
2021-05-12,"Tod's dit n'avoir conclu aucun accord avec LVMH TOD'S DIT N'AVOIR CONCLU AUCUN ACCORD AVEC LVMH MILAN (Reuters) - Tod's pourrait développer des coopérations avec LVMH mais aucune discussion en ce sens n'est en cours et aucune décision n'a été prise, a déclaré mercredi un dirigeant du groupe italien. Tod's a annoncé le mois dernier que LVMH allait porter sa participation dans son capital à 10%, une opération présentées par plusieurs sources comme l'expression d'un ""soutien amical"" du géant français mais qui a ravivé les spéculations sur la possibilité d'un rachat. Emilio Macellari, directeur financier de Tod's, a déclaré aux analystes financiers mercredi à l'occasion de la présentation du chiffre d'affaires trimestriel que les deux groupes ""parlent le même langage"" et pourraient développer leurs coopérations industrielles ou commerciales, par exemple en partageant des espaces de vente dans des centres commerciaux. ""Il existe une possibilité raisonnable pour que nous fassions des choses ensemble à l'avenir"", a-t-il dit. Mais il a ajouté que ""rien n'a été décidé ou discuté avec LVMH pour l'instant"". Le groupe italien a vu son chiffre d'affaires chuter de près d'un tiers en 2020, l'une des pires performances du secteur et la cinquième baisse annuelle consécutive. Sur les trois premiers mois de cette année, Tod's a enregistré des ventes de 178,7 millions d'euros, en hausse de 19% sur un an à taux de change constants selon les chiffres publiés mercredi. Ce rebond est légèrement plus soutenu qu'anticipé par le marché mais il reste insuffisant pour ramener les ventes à leur niveau d'avant la pandémie. Elles avaient atteint 216 millions d'euros au premier trimestre 2019. (Claudia Cristoferi, version française Marc Angrand)"
2021-05-17,"France-A la Bourse du Commerce, François Pinault imprime sa marque sur l'art parisien PARIS, 17 mai (Reuters) - La réouverture des musées parisiens, cette semaine, coïncide avec l'inauguration d'un nouveau lieu d'exception, la Bourse du Commerce, consacrée à la vaste collection du milliardaire François Pinault, magnat du luxe et grand amateur d'art contemporain. Tôt lundi matin, l'homme d'affaires de 84 ans est venu lui-même assister à l'allumage des mèches de la dizaine de pièces de cire de l'artiste d'origine suisse Urs Fischer - qui brûleront pendant six mois, jusqu'à leur complète disparition - exposées au centre du bâtiment circulaire revisité par l'architecte japonais Tadao Ando, qui ouvrira samedi au grand public. L'inauguration de la Bourse du Commerce, ancienne halle aux grains sise au coeur de Paris, non loin du Louvre et du Centre Pompidou, a été repoussée à deux reprises en raison de l'épidémie de coronavirus. ""Cette ouverture est le symbole même de la renaissance de la vie culturelle à Paris puisque c'est un lieu nouveau"", a dit à Reuters l'ancien ministre de la Culture Jean-Jacques Aillagon, directeur général de la Collection Pinault. D'origine bretonne, François Pinault a fait fortune dans le commerce du bois avant de se tourner vers la vente au détail à travers un groupe aujourd'hui connu sous le nom de Kering PRTP.PA , dirigé par son fils François-Henri. Depuis les années 1980, l'homme d'affaires a constitué une vaste collection de quelque 10.000 oeuvres, dont environ 200 sont exposées à la Bourse du Commerce, tels une série de photographies de Cindy Sherman et des tableaux de Peter Doig. Exposées sur trois niveaux, elles émanent parfois d'artistes n'ayant jamais eu de rétrospectives en France, comme l'Afro-Américain Kerry James Marshall. ""Les oeuvres de cet accrochage sont toutes en prise directe avec des problématiques politiques, sociales, d'identité, de genre, elles expriment toutes un lien très fort entre l'art et simplement la vie, l'existence, c'est une vision très humaniste"", a dit à Reuters le directeur général de la Bourse du Commerce, Martin Bethenod. PIGEONS ET SOURIS En levant les yeux, on aperçoit des pigeons empaillés gardant un oeil sur le visiteur, oeuvre de Maurizio Cattelan intitulée ""Others"". D'un trou creusé au bas d'un mur surgissent les balbutiements d'une souris imaginée par l'artiste conceptuel britannique Ryan Gander. La Bourse du Commerce est l'aboutissement d'un projet de longue haleine qui a vu François Pinault envisager puis renoncer à bâtir un musée sur le site de l'ancienne usine automobile Renault de l'île Seguin. Le milliardaire a ensuite ouvert deux lieux à Venise en Italie, La Punta Della Dogana et le Palazzo Grassi, sans jamais renoncer à son dessein parisien. La Bourse de Commerce - Collection Pinault allonge la liste des hauts lieux privés d'art contemporain où figurent la Fondation Cartier, liée à la marque de joaillerie appartenant au Suisse Richemont CFR.S et la Fondation Louis Vuitton, bâtiment futuriste commandé à Frank Gehry par Bernard Arnault, patron de LVMH LVMH.PA , ouvert au public depuis 2014. Rivaux en affaires et tous deux amateurs d'art, François Pinault et Bernard Arnault ont récemment visité ensemble la Bourse du Commerce. ""Ils ont beaucoup d'estime et de respect l'un pour l'autre"", assure Jean-Jacques Aillagon. ""Le fait que l'un et l'autre aient voulu constituer une collection, même si celle de M. Pinault est de plus grande ampleur, montre bien que certaines personnes qui sont parfois en concurrence féroce dans les affaires peuvent s'estimer et avoir une passion commune."" Dans Paris, capitale artistique autrefois dominée par les institutions publiques, les musées privés offrent désormais une nouvelle perspective, estime Martin Bethenod. ""Maintenant, c'est une scène artistique beaucoup plus équilibrée, c'est une sorte d'écosystème dans lequel le privé et le public peuvent travailler ensemble"", a-t-il dit à Reuters. Après avoir gardé porte close pour cause d'épidémie, de nombreux musées rouvrent cette semaine en France pour la première fois depuis le 19 octobre, avec des jauges réduites. La Bourse de Commerce - Collection Pinault accueillera entre 600 et 700 visiteurs par jour, alors que sa capacité est de 1.700 places. (Elizabeth Pineau, Sarah White et Michaela Cabrera, édité par Blandine Hénault)"
2021-04-27,"Un accord de gouvernance sur Lagardère inclurait tous les actifs 27 avril (Reuters) - Arnaud Lagardère, gérant commandité du groupe Lagardère LAGA.PA , a déclaré mardi lors de la présentation aux analystes financiers du chiffre d'affaires du premier trimestre : * LE ""NOUVEAU GROUPE"" QUI SERAIT ISSU D'UN ACCORD AVEC LES ACTIONNAIRES SUR LA GOUVERNANCE DE LA SOCIETE INCLURA TOUS LES ACTIFS ACTUELS DU GROUPE. Pour plus de détails, cliquez sur LAGA.PA (Rédaction de Paris)"
2021-05-12,"Tod's dit n'avoir conclu aucun accord avec LVMH MILAN, 12 mai (Reuters) - Tod's TOD.MI pourrait développer des coopérations avec LVMH LVMH.PA mais aucune discussion en ce sens n'est en cours et aucune décision n'a été prise, a déclaré mercredi un dirigeant du groupe italien. Tod's a annoncé le mois dernier que LVMH allait porter sa participation dans son capital à 10%, une opération présentées par plusieurs sources comme l'expression d'un ""soutien amical"" du géant français mais qui a ravivé les spéculations sur la possibilité d'un rachat. Emilio Macellari, directeur financier de Tod's, a déclaré aux analystes financiers mercredi à l'occasion de la présentation du chiffre d'affaires trimestriel que les deux groupes ""parlent le même langage"" et pourraient développer leurs coopérations industrielles ou commerciales, par exemple en partageant des espaces de vente dans des centres commerciaux. ""Il existe une possibilité raisonnable pour que nous fassions des choses ensemble à l'avenir"", a-t-il dit. Mais il a ajouté que ""rien n'a été décidé ou discuté avec LVMH pour l'instant"". Le groupe italien a vu son chiffre d'affaires chuter de près d'un tiers en 2020, l'une des pires performances du secteur et la cinquième baisse annuelle consécutive. Sur les trois premiers mois de cette année, Tod's a enregistré des ventes de 178,7 millions d'euros, en hausse de 19% sur un an à taux de change constants selon les chiffres publiés mercredi. Ce rebond est légèrement plus soutenu qu'anticipé par le marché mais il reste insuffisant pour ramener les ventes à leur niveau d'avant la pandémie. Elles avaient atteint 216 millions d'euros au premier trimestre 2019. (Claudia Cristoferi, version française Marc Angrand)"
2021-05-05,"Hugo Boss-Les ventes en Chine sont en plein essor malgré l'appel au boycott de la marque * Ventes trimestrielles en baisse mais supérieures aux attentes * Hugo Boss annonce un bénéfice de 1 million d'euros au premier trimestre * Les ventes devraient doubler au T2 * Résultats non affectés par le boycott de la marque en Chine BERLIN, 5 mai (Reuters) - La maison de couture allemande Hugo Boss BOSSn.DE s'attend à ce que les ventes en Chine continentale continuent de croître rapidement malgré les appels au boycott des marques occidentales par les consommateurs chinois lancés fin mars suite aux accusations occidentales de travail forcé au Xinjiang. Le groupe a vu ses ventes du premier trimestre presque doubler en Chine continentale et s'attend à ce que cette dynamique se poursuive malgré les appels au boycott, a déclaré Yves Mueller, son directeur général par intérim. En mars, au moins trois célébrités chinoises ont déclaré qu'elles renonçaient à s'habiller en Hugo Boss, et certains internautes ont juré de boycotter définitivement la marque. Par rapport au premier trimestre 2019, un an avant que la pandémie de coronavirus ne frappe la région, les ventes corrigées des effets de change ont augmenté de 29% en Chine continentale au cours du trimestre. La marque allemande de vêtements de sport Puma PUMG.DE a déclaré le mois dernier qu'elle s'attendait à ce que ses ventes soient affectées par la réaction des consommateurs chinois. Au total, Hugo Boss a accusé une baisse de 10% de ses ventes à 497 millions d'euros et un bénéfice d'exploitation de 1 million d'euros, dépassant les attentes des analystes qui tablaient sur 442 millions d'euros et une perte de 28 millions respectivement. A la Bourse de Francfort, l'action Hugo Boss prenait plus de 4% dans les premiers échanges. Yves Mueller, qui cédera sa place le mois prochain à l'ancien patron de Tommy Hilfiger, Daniel Grieder, n'a pas commenté des articles de presse faisant récemment état d'un éventuel intérêt pour la société, notamment de la part du groupe de luxe français LVMH LVMH.PA . (Emma Thomasson, version française Dagmarah Mackos, édité par Jean-Michel Bélot)"
2021-04-28,"Lagardère renonce à la commandite, fin de la bataille d'actionnaires LAGARDÈRE RENONCE À LA COMMANDITE, FIN DE LA BATAILLE D'ACTIONNAIRES PARIS (Reuters) - Le groupe Lagardère a confirmé mercredi l'abandon de sa structure en commandite dans le cadre d'un accord avec ses principaux actionnaires qui auront désormais leur mot à dire sur la stratégie du groupe de médias et d'édition dont Arnaud Lagardère conserve la direction. Ce projet de tranformation en société anonyme, qui sera présenté en assemblée générale le 30 juin, marque la fin d'une longue bataille entre d'un côté le fonds activiste Amber Capital associé à Vivendi et de l'autre côté Arnaud Lagardère, gérant commandité du groupe, qui était soutenu par le patron de LVMH, Bernard Arnault. Les principaux actionnaires de Lagardère se sont engagés à voter en faveur du projet, a indiqué le groupe dans un communiqué. Par ailleurs, Lagardère et Amber Capital ont mis fin aux procédures juridiques qui les opposaient. Le fonds activiste, qui critique depuis plusieurs années la gouvernance et la performance du groupe, a confirmé dans un communiqué distinct soutenir cette évolution. Vivendi contrôle 27% de Lagardère, devant Amber (20%), le fonds souverain du Qatar (13%) tandis que Bernard Arnault détient 8% du capital mais est également présent au sein de la holding personnelle d'Arnaud Lagardère. ARNAUD LAGARDÈRE DEVIENT PDG Dans le cadre du projet de transformation, Arnaud Lagardère sera nommé PDG pour une durée de six ans et Pierre Leroy, actuellement co-gérant, directeur général délégué. La commandite - une structure rarement utilisée - permettait à Arnaud Lagardère d'opposer son veto à toutes les décisions stratégiques bien qu'il ne détienne que 7% du capital. En compensation de l'abandon de la commandite, l'accord prévoit qu'Arnaud Lagardère et la société Arjil Commanditée-Arco reçoivent un total de 10 millions d’actions nouvellement émises, représentant 7,62% du capital avant l'émission. Avec cet accord, Arnaud Lagardère a aussi obtenu de maintenir l'intégrité des activités du groupe présent dans l'édition, les médias et la distribution spécialisée dans les lieux de transports. L'entrée au capital de Vivendi et de Bernard Arnault, qui détiennent déjà des actifs dans les médias, avaient alimenté les spéculations sur un éventuel démantèlement des activités de Lagardère. Selon le projet, toute cession d’un actif de la branche édition, 'travel retail' ou médias qui dépasserait un seuil de chiffre d’affaires fixé préalablement pour chaque division ne pourra être décidée sans l'accord du conseil d’administration pris à la majorité des trois cinquièmes de ses membres. Au sein du conseil d'administration, les principaux actionnaires du groupe seront désormais représentés. Vivendi pourra nommer trois administrateurs dont deux indépendants tandis que Qatar Holding, Amber Capital et Financière Agache, la holding de Bernard Arnault, disposeront chacun d'un administrateur. (Myriam Rivet et Blandine Hénault, édité par Gwénaëlle Barzic)"
2021-04-27,"Arnaud Lagardère optimiste quant à un accord sur la gouvernance PARIS, 27 avril (Reuters) - Arnaud Lagardère, gérant commandité du groupe Lagardère LAGA.PA , s'est dit optimiste mardi quant à la possibilité de trouver un accord avec les principaux actionnaires de la société sur un changement de la gouvernance. Des sources ont dit à Reuters qu'un accord était sur le point d'être conclu qui empêcherait pendant quelques années les milliardaires Bernard Arnault et Vincent Bolloré de mettre la main sur des actifs du groupe de presse et d'édition en contrepartie d'un abandon de sa structure en commandite. Les discussions sont toujours en cours et il n'y a aucune certitude quant à leur issue, a expliqué Arnaud Lagardère lors de la présentation aux analystes du chiffre d'affaires du premier trimestre, tout en se disant ""optimiste"". Il a exprimé le souhait de parvenir à des ""termes raisonnables"" avec les autres actionnaires de la société, notamment sur la préservation du périmètre des actifs et la continuité du management. (Gwénaëlle Barzic, édité par Bertrand Boucey)"
2021-04-26,"Lagardère confirme un projet de transformation en société anonyme LAGARDÈRE CONFIRME UN PROJET DE TRANSFORMATION EN SOCIÉTÉ ANONYME PARIS (Reuters) - Le groupe Lagardère a confirmé lundi étudier un projet de transformation en société anonyme, actuellement en discussions avec ses principaux actionnaires. ""Il n'y a pas de certitude quant à l'aboutissement des discussions en cours"", a-t-il ajouté dans un communiqué. Dimanche, trois sources proches des discussions avaient indiqué qu'Arnaud Lagardère, à la tête du groupe depuis le décès de son père Jean-Luc, était prêt à renoncer à la structure actuelle de gouvernance en commandite dans le cadre d'un accord avec les hommes d'affaires Bernard Arnault et Vincent Bolloré, tous deux actionnaires du groupe. En échange, l'accord prévoirait une clause de non démantèlement de la société pendant une période de cinq ans. Vincent Bolloré, premier actionnaire de Lagardère via Vivendi, et Bernard Arnault, le PDG de LVMH, sont depuis plusieurs mois au centre de toutes les spéculations sur l'avenir du groupe et de ses activités dans les médias. (Nicolas Delame et Blandine Hénault, édité par Marc Angrand)"
2021-04-26,"Lagardère confirme un projet de transformation en société anonyme PARIS, 26 avril (Reuters) - Le groupe Lagardère LAGA.PA a confirmé lundi étudier un projet de transformation en société anonyme, actuellement en discussions avec ses principaux actionnaires. ""Il n’y a pas de certitude quant à l’aboutissement des discussions en cours"", a-t-il indiqué dans un communiqué. (Nicolas Delame et Blandine Hénault)"
2021-04-27,"Lagardère: Le CA du T1 encore pénalisé par le ""travel retail"" LAGARDÈRE: LE CA DU T1 ENCORE PÉNALISÉ PAR LE ""TRAVEL RETAIL"" PARIS (Reuters) - Lagardère a fait état mardi d'un recul de 33,5% de son chiffre d'affaires au premier trimestre, toujours pénalisé par la chute de ses activités de distribution spécialisée dans les transports (""travel retail"") sur fond de crise persistante du coronavirus. Les revenus du groupe sont ressortis à 905 millions d'euros sur la période, soit un repli de 29,8% en données comparables sur un an. Le chiffre d'affaires de la division ""travel retail"", très dépendante de la reprise du trafic aérien malmené par la crise sanitaire, a reculé de 57,6% à 341 millions d'euros. De son côté, la division d'édition Lagardère Publishing profite de l'engouement pour la lecture sur fond de confinement prolongé, notamment en France et au Royaume-Uni. Son chiffre d'affaires a progressé au premier trimestre de 11,6%, à 509 millions d'euros. Toutefois, Lagardère a dit mardi s'attendre à ce que la dynamique des ventes pour cette division se normalise au fur et à mesure de la réouverture des établissements de loisirs et de culture. ""Par ailleurs, l’absence de réforme scolaire en 2021 viendra contrebalancer les effets positifs de la publication d’un album d’Astérix au quatrième trimestre 2021"", a prévenu le groupe. Lagardère n'a pas donné mardi de prévisions financières pour 2021, évoquant un contexte incertain sur fond de pandémie. Le groupe, qui a accusé une perte nette de 660 millions d'euros en 2020, est l'objet de nombreuses spéculations depuis l'arrivée à son capital de Vivendi, emmené par Vincent Bolloré, et du PDG de LVMH Bernard Arnault. Lundi, Lagardère a confirmé étudier un abandon de son statut de société en commandite. Des sources à Reuters avaient auparavant indiqué que le groupe était prêt à renoncer à la structure actuelle de gouvernance en commandite en échange d'une clause de non démantèlement de la société pendant une période de cinq ans. (Blandine Hénault, édité par Bertrand Boucey)"
2021-04-25,"Arnaud Lagardère prêt à lâcher la commandite du groupe, selon Les Echos ARNAUD LAGARDÈRE PRÊT À LÂCHER LA COMMANDITE DU GROUPE, SELON LES ECHOS PARIS (Reuters) - Arnaud Lagardère est prêt à lâcher la structure de gouvernance par commandite pour normaliser le groupe Lagardère, lit-on samedi sur le site du quotidien économique Les Echos. ""La fin de la structure de gouvernance en commandite devrait être actée par un conseil d'administration la semaine prochaine"", ajoute le quotidien. Rémunéré en actions, Arnaud Lagardère deviendrait ainsi PDG du groupe, précise-t-il. Personne n'était disponible dans l'immédiat au sein du groupe pour réagir à ces informations. Selon Les Echos, Arnaud Lagardère pourrait doubler sa participation autour de 14% dans le capital du groupe, en échange de ce changement de gouvernance, ce qui se traduirait par une valorisation de la commandite de 210 millions d'euros environ. Cette décision interviendrait alors que le groupe Lagardère se trouve au centre d'une bataille d'influence entre Vincent Bolloré, le patron de Vivendi, et Bernard Arnault, celui de LVMH, venus l'un après l'autre à la rescousse d'Arnaud Lagardère pour l'aider à contrer l'offensive du fonds activiste Amber, très critique sur sa gestion. Arnaud Lagardère avait déclaré en février dernier qu'aucune décision n'avait été prise à ce stade concernant d'éventuelles cessions de ses actifs dans les médias ou un abandon du statut de société en commandite. Le groupe Lagardère contrôle Europe 1, Paris Match et le Journal Du Dimanche ainsi que Hachette Livre dans l'édition. Fin mars, Lagardère avait annoncé le départ du PDG d'Hachette Livre, Arnaud Nourry, qui s'était déclaré récemment hostile à tout ""démantèlement"" du groupe d'édition. (Jean-Michel Bélot)"
