date,Contenue
2022-04-11,"TotalEnergies : bondit vers 47E, peut viser 49,44E (CercleFinance.com) - TotalEnergies bondit vers 47E malgré le net repli des prix du pétrole (Brent sous les 100$/baril): le titre flirte avec la résistance des 47,2E et se rapproche de celle des 47,6E du 25 mars. Le principal objectif demeure le comblement du 'gap' des 49,44E du 23 février"
2022-04-11,"TotalEnergies lance l'extension d'un projet de GNL aux Etats-Unis PARIS, 11 avril (Reuters) - TotalEnergies TTEF.PA a annoncé lundi la signature d'un protocole d'accord en vue de l'extension d'un terminal de production et d'exportation de gaz naturel liquéfié (GNL) aux Etats-Unis. Ce projet prévoit la construction sur le terminal de Cameron LNG, en Louisiane, d'un quatrième ""train"" d'une capacité de production maximale de GNL de 6,75 millions de tonnes par an et une augmentation de 5% des trois ""trains"" déjà en exploitation, précise dans un communiqué le groupe français, qui revendique le titre de premier exportateur de GNL américain. TotalEnergies détient 16,6% de Cameron LNG aux côtés de Sempra Infrastructure (50,2 %), Mitsui & Co. 8031.T (16,6 %) et Japan LNG Investment (16,6 %), une coentreprise de Mitsubishi Corp. 8058.T et Nippon Yusen Kabushiki Kaisha (NYK) 9101.T . (Rédigé par Marc Angrand)"
2022-04-11,"TotalEnergies lance l'extension d'un projet de GNL aux Etats-Unis TOTALENERGIES LANCE L'EXTENSION D'UN PROJET DE GNL AUX ETATS-UNIS PARIS (Reuters) - TotalEnergies a annoncé lundi la signature d'un protocole d'accord en vue de l'extension d'un terminal de production et d'exportation de gaz naturel liquéfié (GNL) aux Etats-Unis. Ce projet prévoit la construction sur le terminal de Cameron LNG, en Louisiane, d'un quatrième ""train"" d'une capacité de production maximale de GNL de 6,75 millions de tonnes par an et une augmentation de 5% des trois ""trains"" déjà en exploitation, précise dans un communiqué le groupe français, qui revendique le titre de premier exportateur de GNL américain. TotalEnergies détient 16,6% de Cameron LNG aux côtés de Sempra Infrastructure (50,2 %), Mitsui & Co. (16,6 %) et Japan LNG Investment (16,6 %), une coentreprise de Mitsubishi Corp. et Nippon Yusen Kabushiki Kaisha (NYK). (Rédigé par Marc Angrand)"
2022-04-11,"TotalEnergies: extension du terminal de Cameron aux USA (CercleFinance.com) - TotalEnergies annonce la signature d'un protocole d'accord avec Sempra Infrastructure, Mitsui & Co. et Japan LNG Investment pour l'extension de Cameron LNG, un terminal de production et d'exportation de gaz naturel liquéfié (GNL) situé en Louisiane, aux États-Unis. Ce projet d'extension concerne la construction d'un quatrième train d'une capacité de production maximale de 6,75 millions de tonnes de GNL par an (Mtpa) et l'augmentation de 5% de la capacité de 13,5 Mtpa des trois premiers trains par dégoulottage. Cameron LNG a attribué deux contrats d'études d'ingénieries (FEED) relative à cette expansion en vue de la sélection future de l'entreprise en charge du contrat d'exécution (EPC) du projet."
2022-04-04,"Peut-on investir dans TotalEnergies au sein d’un fonds socialement responsable ? (Crédits photo : TotalEnergies - ) La démocratisation de l'Investissement Socialement Responsable (ISR) a mis en lumière la diversité des approches prenant en compte les critères d'investissement extra-financiers. Pour illustrer ces différences de points de vue, nous avons posé à quelques sociétés de gestion la question suivante : investir dans TotalEnergies est-il compatible avec une philosophie d'investissement dite responsable ? Investir pour faire bouger les lignes La question n'est pas anodine tant l'exemple est représentatif. TotalEnergies est l'une des « supermajors » mondiales de production et de fourniture d'énergies (pétrole et biocarburants, gaz naturel et gaz verts, renouvelables et électricité). Néanmoins, il ne faut pas automatiquement l'exclure dans le cadre d'une gestion ISR selon certains acteurs. «D'un côté, Total reste un des plus gros pollueurs avec un mix énergétique qui s'améliore trop doucement. Mais c'est aussi l'une des entreprises qui représente les plus fortes réductions de GES en volume», souligne Adrien Barbanchon, Directeur Commercial Distribution chez M&G Investments. L'entreprise ayant la capacité de s'améliorer, d'investir et d'innover, il faudrait donc l'inciter à évoluer. Et pour y parvenir, « il faut être investi afin de mettre la pression sur le management et peser lors des assemblées avec nos votes pour forcer les changements », rappelle Nicolas Lhomme, Responsable Commercial Retail chez AXA Investment Managers. Nombreux sont les gérants qui privilégient ainsi un positionnement engagé auprès de la 5ème plus grosse capitalisation boursière française. «C'est un acteur majeur de la transition énergétique en cours», insiste Marc Renaud, président de Mandarine Gestion. En tant qu'investisseur responsable, DNCA Finance attache également la plus grande importance à maintenir un dialogue constant avec les entreprises dans lesquelles la société investit. «Notre volonté est de les accompagner dans l'intégration au sein de leur plan stratégique du mix énergétique. Qu'il s'agisse d'apporter un éclairage additionnel à notre analyse ou d'encourager les sociétés que nous finançons à adopter de meilleures pratiques, nous considérons l'engagement comme un pilier fondamental de notre démarche d'investisseur responsable», précise le Directeur commercial Vincent Rémy. L'idée défendue est donc que TotalEnergies, comme d'autres entreprises dont l'activité et l'impact environnemental peuvent être considérées comme controversées à court terme, peut très bien figurer dans un fonds comportant des contraintes climatiques spécifiques. Pour autant, elle doit démontrer sa volonté d'évoluer et de contribuer à la transition. « D'autant plus si la société de gestion a mis en place une politique d'engagement auprès des émetteurs d'actions ou d'obligations pour influer sur le comportement à moyen terme, tranche Mario Petrachi, Directeur Commercial chez Generali Investments. On ne changera ni le monde ni les entreprises en quelques mois, et cela fait partie de la responsabilité des investisseurs que faire progresser l'entreprise ». Axiom Alternative Investments s'autorise également d'investir dans le titre sous condition. « Oui, s'il existe une politique ou un raisonnement sur le changement climatique qui soutient l'investissement et s'il est associé à des actions d'engagement », indique le Directeur distribution France Bertrand Wojciechowski. La fin justifie-t-elle toujours les moyens ? Bien que beaucoup de sociétés de gestion acceptent d'envisager TotalEnergies dans le cadre d'un investissement responsable, le titre n'est pas forcément intégrable dans n'importe quel véhicule. «Les énergies renouvelables représentent un axe important de développement de Total Energies, ce qui explique notre engagement actif avec la société qui vise clairement à accélérer sa transformation, toujours un peu trop lente à notre goût. Mais plus concrètement, un investissement dans TotalEnergies nous semble encore difficile à justifier dans un fonds ISR ""Best in Universe""», juge Jean-Denis Bachot, Directeur de Fidelity International en France et Président de FIL Gestion. Comgest, qui pratique cette approche consistant à privilégier les entreprises les mieux notées d'un point de vue extra-financier indépendamment de leur secteur d'activité, partage cette opinion. « Pourquoi pas y investir dans une approche ""Best in Class"" mais cela pourrait être plus difficile à expliquer au client du gérant privé », prévient Sébastien de Frouville, Responsable Relations Investisseurs au sein de la société. Cette démarche de sélection des entreprises privilégie celles qui sont les mieux notées d'un point de vue des critères ESG ou qui démontrent les plus fortes convictions ESG au sein de leurs secteurs d'activités, sans privilégier ou exclure un secteur par rapport à l'indice boursier servant de base de départ. Et dans ce cadre, cette décision semble plus justifiable. «TotalEnergies est loin d'être une entreprise parfaite mais sur le plan ESG c'est tout de même une des majors pétrolières qui fait le plus d'efforts», estime David Kalfon, Pprésident de Sanso Investment Solutions. Sycomore AM va encore plus loin dans l'idée, comme nous l'explique son président Emeric Préaubert : «Pour avoir une chance d'apporter une réponse concrète aux immenses défis auxquels nous sommes confrontés, et en particulier climatique, l'approche ""Best in Universe"" ne suffit pas. Il faut être capable d'accompagner les acteurs qui sont aujourd'hui au cœur du problème mais qui sont en train d'initier un réel virage stratégique.» Plus rare, certaines sociétés de gestion refusent catégoriquement le titre. «C'est non pour l'instant. Nous avons d'ailleurs mené une action d'engagement actionnarial avec TotalEnergies au sujet de sa politique climatique, et bien que les mesures prises aillent dans le bon sens, nous estimons qu'il reste encore du chemin à parcourir», nous confie Dan Sayag, directeur général de Meeschaert Amilton AM. De manière encore plus catégorique, certains gérants trouvent l'idée inconcevable. «Existe-t-il une frontière à l'hypocrisie ?» s'interroge Stéphane Toullieux, Président d'Athymis Gestion. «Trump a été un temps pressenti pour recevoir le prix Nobel de la Paix, tout est possible, non ?» préfère ironiser Hakim Souanef, directeur commercial d'Erasmus Gestion."
2022-04-11,"Société Générale se retire de Russie en limitant le coût de l'opération * SocGen va céder ses parts de Rosbank à Interros * Interros appartient à l'oligarque Vladimir Potanine * La banque française limite ainsi le coût de sa sortie de Russie * Son action gagne plus de 5% (Avec précisions, commentaires, cours) PARIS , 11 avril (Reuters) - Société Générale SOGN.PA a annoncé lundi son retrait de Russie avec la cession de sa participation dans Rosbank et ses filiales d'assurance à Interros Capital, un groupe lié à l'oligarque Vladimir Potanine, une décision saluée par un bond de son cours de Bourse. La banque dirigée par Frédéric Oudéa était avec TotalEnergies TTEF.PA et Auchan l'une des dernières grandes entreprises françaises à ne pas avoir cédé aux appels en faveur d'un retrait du marché russe après les sanctions occidentales liées à l'invasion de l'Ukraine mais elle avait averti début mars qu'elle risquait de perdre la totalité de ses actifs bancaires en Russie. nL5N2V60C5 Elle a finalement limité les pertes en concluant la cession de la totalité de sa participation dans Rosbank ROSB.MM et des filiales d'assurance à Interros Capital, ce qui lui permettra, explique-t-elle dans un communiqué, de se retirer ""de manière effective et ordonnée de Russie en assurant une continuité pour ses collaborateurs et ses clients"". SocGen ne précise toutefois pas le montant de la cession. Interros, qui avait déjà été actionnaire de Rosbank avant l'entrée de Société Générale au capital de cette dernière en 2006, est contrôlé par Vladimir Potanine, premier actionnaire de Norilsk Nickel GMLKN.NN , le numéro un mondial du palladium et du nickel raffiné. Vladimir Potanine n'est pas visé à ce jour par les sanctions européennes mais il l'est par celles décidées par le Canada. En Bourse de Paris, l'action Société Générale gagnait 5,92% à 23,16 euros vers 09h00 GMT, la plus forte hausse de l'indice CAC 40 .FCHI , qui progressait alors de 0,32%. La troisième banque française par la capitalisation a précisé que l'impact de la cession de ses activités russes sur son ratio de solvabilité CET1 devrait s'établir à environ 20 points de base, sur la base de la valeur patrimoniale au 31 décembre 2021. Le groupe devrait inscrire dans ses comptes des charges exceptionnelles d'environ 3,1 milliards d'euros, qui intègrent la dépréciation des activités cédées. Il pourra en revanche déconsolider son exposition au marché russe, évalué à 15,4 milliards d'euros. Société Générale confirme en outre l'ensemble de sa politique de distribution au titre de l'exercice 2021, soit un dividende de 1,65 euro par action et un programme de rachat d'actions d'environ 915 millions d'euros. Plusieurs analystes soulignent que l'impact de ce désengagement est moins lourd qu'anticipé pour la banque française, en rappelant que SocGen avait évoqué un impact potentiel de 50 points de base sur son ratio de solvabilité. KBW estime pour sa part qu'après les annonces de lundi, ""la sous-performance de 27% (de l'action Société Générale) par rapport au secteur dans son ensemble depuis le début de la guerre Russie-Ukraine devrait être partiellement comblé"". (Rédigé par Myriam Rivet et Marc Angrand, édité par Bertrand Boucey)"
2022-04-06,"TotalEnergies se replie, un broker ajuste son conseil Logo TotalEnergies sur une pompe de station-service du groupe. (crédit photo : / L. Grassin ) (CercleFinance.com) - Le titre TotalEnergies cède plus de 1% à Paris, pénalisé par une analyse de Jefferies qui dégrade sa note sur la valeur de 'achat' à 'conserver', avec un objectif de cours ramené de 57 à 50 euros, dans le cadre d'une note consacrée aux grandes valeurs pétro-gazières européennes et américaines. 'Nous voyons de la marge pour davantage de sous-performance à moyen terme alors que les investisseurs continuent de pénaliser Total pour sa faible position en Russie et le manque de potentiel de hausse pour des rachats d'actions au premier trimestre', explique-t-il. Dans son résumé sur le géant énergétique français, le broker met aussi en avant un risque pour le groupe de se trouver 'emmêlé dans le processus de nationalisation d'EDF après la tenue de l'élection présidentielle en France'."
2022-04-08,"La France pourra imposer des coupures de gaz ciblées l'hiver prochain (Actualisé avec précisions et contexte) PARIS, 8 avril (Reuters) - La France pourra contraindre ses plus grands consommateurs de gaz à réduire ou interrompre leur demande au cours de l'hiver prochain en cas de difficultés d'approvisionnement liés à la Russie, selon un décret publié vendredi au journal officiel. Le texte prévoit que GRTgaz, opérateur de la majeure partie du réseau de transport de gaz en France, aura la possibilité de transmettre des ordres de réduction ou d'interruption de consommation à réaliser sous deux heures auprès des grands consommateurs raccordés à son réseau et demander aux gestionnaires de réseaux de distribution d'en faire de même auprès de leurs propres clients. La mesure concerne avant tout les clients dont la consommation dépasse 5 gigawattheures (GWh) par an, selon un ordre de ""délestage"" ciblant d'abord les centrales à gaz de plus de 150 mégawatts (MW) - sous réserve que la sécurité du réseau électrique reste maintenue -, puis les grands sites industriels (chimie, raffinerie, pétrochimie, verriers) et les grands bâtiments tertiaires. Les autres clients consommant moins de 5 GWh (bâtiment collectif résidentiel, résidentiel individuel, tertiaire, commerces, petits industriels) ne seraient concernés qu'en dernier lieu, a indiqué GRTgaz dans un communiqué. ""Les pouvoirs publics pourront infliger des sanctions pécuniaires en cas de non respect des demandes des gestionnaires de réseau"", a également souligné GRTgaz, qui va devoir réaliser une ""enquête délestage"" auprès de ses 650 clients concernés, dont les réponses seront transmises aux préfectures ""d'ici l'été"". Le nouveau dispositif ne sera activé ""que lorsque l'ensemble des autres moyens disponibles pour assurer la continuité d'approvisionnement auront été épuisés"". La France, dont la Russie représente environ 17% des consommations de gaz et qui serait moins affectée que ses voisins européens en cas de rupture des livraisons - peut notamment inciter les clients à réduire leur demande ou encore utiliser ses stocks. ""REMPLIR AU MAXIMUM LES STOCKAGES SOUTERRAINS"" Thierry Trouvé, le directeur général de GRTgaz, a appelé les expéditeurs à ""remplir au maximum les stockages souterrains afin d'aborder l'hiver prochain dans les meilleures conditions possibles"", tout en préconisant de ""mettre en place tous les mécanismes permettant d'accélérer la production de gaz renouvelables"". Outre de nouvelles capacités d'accueil de gaz naturel liquéfié (GNL) sur les terminaux méthaniers français prévues dès cette année, GRTgaz envisage avec TotalEnergies TTEF.PA de raccorder un terminal méthanier flottant qui pourrait être installé dans le port du Havre. Thierry Trouvé a cependant précisé à Reuters qu'un tel équipement ne pourrait être mis en service avant la fin de l'hiver prochain, dans le meilleur des cas. L'invasion de l'Ukraine a conduit les pays de l'Union européenne à imposer plusieurs séries de sanctions à l'encontre de la Russie et à s'interroger sur un éventuel embargo sur le gaz russe, avec également le risque que Moscou interrompe les livraisons de Gazprom. L'UE s'est également donné jusqu'à 2027 pour se passer totalement du gaz russe - qui représente actuellement plus de 40% de ses approvisionnements - et ambitionne de réduire ses importations en la matière des deux-tiers d'ici la fin de l'année. (Reportage Benjamin Mallet, édité par Sophie Louet et Matthieu Protard)"
2022-04-06,"Greenpeace dénonce le partenariat de TotalEnergies avec la Coupe du monde de rugby PARIS, 6 avril (Reuters) - Greenpeace a demandé mercredi aux organisateurs de la Coupe du monde de rugby prévue l'an prochain en France d'exclure TotalEnergies TTEF.PA des sponsors de la compétition en raison de la poursuite des activités du groupe pétrolier français en Russie malgré la guerre en Ukraine. Dans une lettre ouverte, Jean-François Julliard, directeur général de Greenpeace France, dénonce l'""incohérence"" qui consiste à conserver TotalEnergies comme sponsor alors que l'équipe de Russie a été exclue des matches de qualification et ne pourra donc pas participer à la prochaine Coupe du monde de rugby. Le représentant de Greenpeace rappelle en outre que l'organisation de défense de l'environnement avait déjà exprimé son hostilité au partenariat de TotalEnergies avec la Coupe du monde de rugby en raison des activités du groupe ""destructrices"" pour le climat. ""Ce partenariat était inacceptable hier, il est aujourd’hui honteux et entache l’image de la compétition à venir"", affirme Jean-François Julliard. ""Accepter l’argent de TotalEnergies, c’est cautionner les activités climaticides de la major pétro-gazière, qui opère aujourd’hui dans un pays dont le régime est coupable de crimes de guerre."" Après l'invasion de l'Ukraine lancée le 24 février par la Russie, qui la qualifie d'""opération militaire spéciale"", TotalEnergies a annoncé qu'il mettrait fin à ses achats de pétrole et produits pétroliers en provenance de Russie d'ici à la fin de l'année, après avoir décidé de ne plus y investir dans de nouveaux projets, tout en continuant d'approvisionner l'Europe en gaz russe. Il a exclu toutefois à ce stade de se retirer intégralement du pays, où il possède une participation de 19,4% au capital de Novatek. nL5N2VR211 Après la publication de la lettre de Greenpeace au sujet de la Coupe du monde de rugby, TotalEnergies a dit être un ""acteur engagé dans la transition énergétique (travaillant) à ce que cet évènement soit vertueux sur le plan environnemental avec la mise en place d'un plan de mobilité décarboné et la fourniture d'énergie verte"". Cette réaction transmise à Reuters ne mentionne pas la Russie. Les organisateurs de la Coupe du monde de rugby n'ont pas répondu dans l'immédiat à une demande de commentaire. (Julien Prétot, Dominique Vidalon et Bertrand Boucey, édité par)"
2022-04-06,"Greenpeace dénonce le partenariat de TotalEnergies avec la Coupe du monde de rugby GREENPEACE DÉNONCE LE PARTENARIAT DE TOTALENERGIES AVEC LA COUPE DU MONDE DE RUGBY PARIS (Reuters) - Greenpeace a demandé mercredi aux organisateurs de la Coupe du monde de rugby prévue l'an prochain en France d'exclure TotalEnergies des sponsors de la compétition en raison de la poursuite des activités du groupe pétrolier français en Russie malgré la guerre en Ukraine. Dans une lettre ouverte, Jean-François Julliard, directeur général de Greenpeace France, dénonce l'""incohérence"" qui consiste à conserver TotalEnergies comme sponsor alors que l'équipe de Russie a été exclue des matches de qualification et ne pourra donc pas participer à la prochaine Coupe du monde de rugby. Le représentant de Greenpeace rappelle en outre que l'organisation de défense de l'environnement avait déjà exprimé son hostilité au partenariat de TotalEnergies avec la Coupe du monde de rugby en raison des activités du groupe ""destructrices"" pour le climat. ""Ce partenariat était inacceptable hier, il est aujourd’hui honteux et entache l’image de la compétition à venir"", affirme Jean-François Julliard. ""Accepter l’argent de TotalEnergies, c’est cautionner les activités climaticides de la major pétro-gazière, qui opère aujourd’hui dans un pays dont le régime est coupable de crimes de guerre."" Après l'invasion de l'Ukraine lancée le 24 février par la Russie, qui la qualifie d'""opération militaire spéciale"", TotalEnergies a annoncé qu'il mettrait fin à ses achats de pétrole et produits pétroliers en provenance de Russie d'ici à la fin de l'année, après avoir décidé de ne plus y investir dans de nouveaux projets, tout en continuant d'approvisionner l'Europe en gaz russe. Il a exclu toutefois à ce stade de se retirer intégralement du pays, où il possède une participation de 19,4% au capital de Novatek. Après la publication de la lettre de Greenpeace au sujet de la Coupe du monde de rugby, TotalEnergies a dit être un ""acteur engagé dans la transition énergétique (travaillant) à ce que cet évènement soit vertueux sur le plan environnemental avec la mise en place d'un plan de mobilité décarboné et la fourniture d'énergie verte"". Cette réaction transmise à Reuters ne mentionne pas la Russie. Les organisateurs de la Coupe du monde de rugby n'ont pas répondu dans l'immédiat à une demande de commentaire. (Julien Prétot, Dominique Vidalon et Bertrand Boucey)"
2022-03-31,"TotalEnergies: la Commission approuve le rachat d'ACC (CercleFinance.com) - La Commission européenne a approuvé, en vertu du règlement européen sur les concentrations, l'acquisition de Automotive Cells Company (ACC) basée en France par Mercedes-Benz basée en Allemagne, Stellantis basée aux Pays-Bas et TotalEnergies basée en France. ACC développe, fabrique et fournit des cellules et des modules lithium-ion principalement destinés à l'industrie automobile. La Commission a conclu que l'opération envisagée ne soulèverait pas de problème de concurrence étant donné que les entreprises ne sont pas actives sur le même marché et que l'impact sur les marchés liés est très limité."
2022-03-31,"TotalEnergies: renforce son alliance stratégique avec Sempra (CercleFinance.com) - TotalEnergies et Sempra renforcent leur alliance stratégique en Amérique du Nord en signant deux protocoles d'accord. Le premier va permettre de développer au Mexique le projet Vista Pacífico LNG d'exportation de gaz naturel liquéfié (GNL). Le deuxième accord permet de codévelopper plusieurs projets renouvelables à terre et en mer. Vista Pacífico LNG est un projet d'usine de liquéfaction de GNL de taille intermédiaire sur la côte ouest du Mexique, pour l'export notamment en Asie et en Amérique du Sud. ' Ces dernières années, TotalEnergies est devenu le premier exportateur de GNL américain et a assemblé un portefeuille de 4 GW de projets solaires et 3 GW de projet éolien en mer, en cours de développement aux États-Unis ' a déclaré Patrick Pouyanné, Président-directeur général de TotalEnergies."
2022-03-31,"TotalEnergies renforce son partenariat avec Sempra en Amérique du Nord (AOF) - TotalEnergies et le fournisseur américain d'énergie Sempra renforcent leur alliance stratégique en Amérique du Nord en signant deux protocoles d'accord : l'un pour développer au Mexique le projet Vista Pacífico LNG d'exportation de gaz naturel liquéfié (GNL) et l'autre pour codévelopper plusieurs projets renouvelables à terre et en mer. Vista Pacífico LNG est un projet d'usine de liquéfaction de GNL de taille intermédiaire sur la côte ouest du Mexique, bien située pour l'export vers les marchés à forte demande, notamment d'Asie et d'Amérique du Sud. Sempra a signé un protocole d'accord avec la CFE, compagnie publique d'électricité du Mexique, portant sur la possibilité d'un développement conjoint de ce projet. L'accord signé avec Sempra prévoit que TotalEnergies puisse enlever un tiers de sa production et devenir actionnaire du projet, avec un participation d'au moins 16,6 %. Le second protocole d'accord prévoit le développement conjoint de plusieurs projets renouvelables en Amérique du Nord avec : l'acquisition potentielle par Sempra de 30 % de la participation de TotalEnergies dans un projet éolien offshore situé au large de la Californie qui fera l'objet de prochaines enchères ; l'acquisition potentielle par TotalEnergies de 30% de la participation de Sempra dans certains projets renouvelables à terre, en cours de développement le long de la frontière entre le Mexique et les Etats-Unis. AOF - EN SAVOIR PLUS Pression sur les majors pétrolières pour atteindre la neutralité carbone d'ici 2050 Une vingtaine d’investisseurs institutionnels, comme Allianz ou la Caisse des dépôts, ont défini un standard des reportings climat pour évaluer la capacité des majors du pétrole et du gaz à atteindre les objectifs de neutralité carbone à 2050. Ces institutionnels sont membres du Groupe d’investisseurs institutionnels sur le changement climatique (IIGCC). Les entreprises doivent s’engager et exposer leurs performances sur une série d’indicateurs, tels que les dépenses d’investissement ou la gouvernance. La mise en œuvre de ces exigences va être testée avec plusieurs pétroliers et gaziers comme BP, Eni, Repsol, Shell ou Total pour, ensuite, s’appliquer à d’autres entreprises du secteur."
2022-03-31,"Totalenergies et Sempra renforcent leur alliance en Amérique du Nord 31 mars (Reuters) - Totalenergies TTEF.PA annonce jeudi dans un communiqué : * TOTALENERGIES ET SEMPRA RENFORCENT LEUR ALLIANCE STRATÉGIQUE EN AMÉRIQUE DU NORD POUR DÉVELOPPER LES EXPORTATIONS DE GNL ET LES RENOUVELABLES * TOTALENERGIES ET SEMPRA ONT SIGNÉ DEUX PROTOCOLES D’ACCORD : L’UN POUR DÉVELOPPER AU MEXIQUE LE PROJET VISTA PACÍFICO LNG D’EXPORTATION DE GNL ET L’AUTRE POUR CODÉVELOPPER PLUSIEURS PROJETS RENOUVELABLES À TERRE ET EN MER * L'ACCORD SUR VISTA PACIFICO LNG PRÉVOIT QUE TOTALENERGIES PUISSE ENLEVER UN TIERS DE SA PRODUCTION ET DEVENIR ACTIONNAIRE DU PROJET, AVEC UN PARTICIPATION D’AU MOINS 16,6% Pour plus de détails, cliquez sur TTEF.PA (Rédaction de Paris)"
2022-03-30,"France-Pas de difficultés particulières dans l'acheminement du gaz, dit GRTgaz (Actualisé avec le projet de barge flottante, contexte de premier niveau d'alerte en Allemagne) PARIS, 30 mars (Reuters) - GRTgaz, l'opérateur de la majeure partie du réseau de transport de gaz en France, a déclaré mercredi ne rencontrer pour l'instant aucune difficulté particulière d'acheminement du gaz imputable aux conséquences de l'invasion de l'Ukraine par la Russie. Dans un point de situation publié sur son site internet, GRTgaz indique qu'il reste mobilisé ""pour être en mesure de répondre sans délai à toute évolution des conditions d'approvisionnement"" dans l'Hexagone, alors que l'Allemagne a activé ce mercredi le premier niveau d'alerte de son plan d'urgence d'approvisionnement en gaz. ""En France comme en Europe, la situation internationale conduit à rechercher des mesures propres à diversifier les approvisionnements et à augmenter les possibilités d'arrivées de gaz naturel liquéfié (GNL)"", fait savoir l'opérateur. ""De nouvelles capacités sur les terminaux méthaniers de Fos Cavaou et de Dunkerque sont annoncées pour accroître notre approvisionnement en GNL"", ajoute GRTgaz. Alors que l'invasion de l'Ukraine par la Russie fait craindre des problèmes d'approvisionnement énergétique en Europe, principalement en gaz russe, l'Allemagne a déclenché la ""préalerte"" de son plan d'urgence en précisant que cette mesure visait à préparer le pays à d'éventuelles perturbations ou un arrêt des flux de gaz naturel en provenance de Russie. L'Allemagne déclenche une ""préalerte"" sur l'approvisionnement en gaz En France, GRTgaz explique qu'un projet de raccordement d'une barge flottante de regazéification et de stockage est à l'étude et que des discussions sur ce sujet sont en cours avec TotalEnergies TTEF.PA et Haropa Port. La France envisage un terminal flottant de gaz liquélifié au Havre-Les Echos ""Cette installation permettrait à la fois d'accroître la résilience du système gaz français et d'augmenter le cas échéant les exportations vers les pays européens adjacents"", indique le groupe tout en précisant que le projet n'est pas confirmé à ce stade. (Reportage Benjamin Mallet, rédigé par Matthieu Protard)"
2022-03-25,"TotalEnergies-La rémunération du PDG a bondi de 52% en 2021 PARIS, 25 mars (Reuters) - La rémunération et les avantages attribués au PDG de TotalEnergies TTEF.PA Patrick Pouyanné au titre de 2021 s'élèvent à 5,9 millions d'euros, en hausse de 52% par rapport à 2020, indique le groupe dans son rapport annuel publié vendredi. Le groupe pétrolier, qui se développe à un rythme soutenu dans les énergies renouvelables et l'électricité, rappelle que le versement au PDG de la part variable annuelle de sa rémunération attribuée au titre de 2021 est conditionné au feu vert de ses actionnaires lors de son assemblée générale, qui se tiendra le 25 mai. TotalEnergies a enregistré au titre de 2021 un résultat net part du groupe de 16,0 milliards d'euros, tiré par la forte augmentation du prix des hydrocarbures. nL8N2UL27G (Reportage Benjamin Mallet ; édité par Jean-Stéphane Brosse)"
2022-03-25,"TotalEnergies: le titre soutenu par une analyse de broker (CercleFinance.com) - TotalEnergies s'adjuge près de 2% à Paris, soutenu par une analyse d'UBS qui confirme sa recommandation à l'achat sur la valeur avec un objectif de cours de 50 E après le point hier soir sur les avancées de la stratégie durable du groupe à l'occasion de la publication du rapport Sustainability & Climate - 2022 Progress Report. TotalEnergies assure avoir accéléré son développement dans les renouvelables et l'électricité en 2021 et disposer de plus de 10 GW de capacités brutes installées de production d'électricité renouvelable. Dans le gaz, l'énergie de la transition, les ventes de GNL de TotalEnergies ont augmenté de 10% à 42 Mt et réalisées à 99% dans des pays Net Zéro. La société précise avoir baissé la part de ses ventes de produits pétroliers à 44% (contre 65% en 2015) faisant baisser les émissions de gaz à effet de serre liées aux produits pétroliers utilisés par ses clients (Scope 3) de 19%."
